"","RespId","ExpId","Username","Cond","Result","Block","Target","Distractors","Distractors.stem","Distractors.col","Distractors.num","Target.training.views","Unseen"
"1","6c4052fdq-1067-4fc4-1407_1","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,1,"nikavoni","sobasumu,nikanida,nikatida",2,0,1,2,FALSE
"2","6c4052fdq-1067-4fc4-1407_2","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"nikanida","nikavoni,sobavoti,kalivoti",1,0,1,2,FALSE
"3","6c4052fdq-1067-4fc4-1407_3","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"sobasumu","nikatida,nikamuni,nikavoni",0,1,0,2,FALSE
"4","6c4052fdq-1067-4fc4-1407_4","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"kalisuda","nikavoni,nikamuni,kalivoti",1,0,0,2,FALSE
"5","6c4052fdq-1067-4fc4-1407_5","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"nikamuni","nikanida,sobavoti,sobasumu",1,1,1,2,FALSE
"6","6c4052fdq-1067-4fc4-1407_6","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"kalivoti","nikatida,kalisuda,nikanida",1,0,1,2,FALSE
"7","6c4052fdq-1067-4fc4-1407_7","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"nikatida","nikanida,kalivoti,sobasumu",1,1,1,2,FALSE
"8","6c4052fdq-1067-4fc4-1407_8","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,1,"sobavoti","nikatida,nikavoni,kalisuda",0,1,1,2,FALSE
"9","6c4052fdq-1067-4fc4-1407_9","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"nikanida","sobanida,kalitida,kalivoni",0,2,2,3,FALSE
"10","6c4052fdq-1067-4fc4-1407_10","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"sobavoti","fugivoti,kalisuvo,sobasumu",1,2,1,3,FALSE
"11","6c4052fdq-1067-4fc4-1407_11","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"nikamuni","sobasumu,nikanida,sobavoti",1,1,1,3,FALSE
"12","6c4052fdq-1067-4fc4-1407_12","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"kalivoti","sobamuti,fugivoti,kalisuvo",1,2,2,3,FALSE
"13","6c4052fdq-1067-4fc4-1407_13","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"nikatida","fugivoti,nikavoni,kalisuda",1,1,1,3,FALSE
"14","6c4052fdq-1067-4fc4-1407_14","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"nikavoni","nikamuni,kalitida,sobamuti",1,0,1,3,FALSE
"15","6c4052fdq-1067-4fc4-1407_15","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"kalisuda","nikamuni,sobasumu,sobanida",0,1,1,3,FALSE
"16","6c4052fdq-1067-4fc4-1407_16","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"sobasumu","sobamuti,kalitida,sobanida",2,1,0,3,FALSE
"17","6c4052fdq-1067-4fc4-1407_17","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"nikasuda","nikatida,nikamuni,nikanida",3,2,0,1,FALSE
"18","6c4052fdq-1067-4fc4-1407_18","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"kalisuvo","nikavoni,kalivoni,sobamuti",1,2,0,1,FALSE
"19","6c4052fdq-1067-4fc4-1407_19","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"sobanida","kalivoti,kalisuda,kalisuvo",0,1,0,1,FALSE
"20","6c4052fdq-1067-4fc4-1407_20","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"kalitida","nikatida,nikamuni,fugivoti",0,1,2,1,FALSE
"21","6c4052fdq-1067-4fc4-1407_21","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"kalimuti","nikasuda,kalivoti,kalitida",2,0,2,1,FALSE
"22","6c4052fdq-1067-4fc4-1407_22","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,2,"fugivoti","kalivoti,nikavoni,kalitida",0,2,2,1,FALSE
"23","6c4052fdq-1067-4fc4-1407_23","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"kalivoni","nikamuni,kalitida,nikatida",1,0,1,1,FALSE
"24","6c4052fdq-1067-4fc4-1407_24","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,2,"sobamuti","nikavoni,kalimuti,kalivoti",0,1,2,1,FALSE
"25","6c4052fdq-1067-4fc4-1407_25","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikatida","nikavoti,fugimuti,nikavoni",2,0,2,4,FALSE
"26","6c4052fdq-1067-4fc4-1407_26","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikamuti","kalivoni,sobavoni,sobasuda",0,0,0,1,FALSE
"27","6c4052fdq-1067-4fc4-1407_27","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugitida","nikamuti,nikavoti,sobasuvo",0,0,2,1,FALSE
"28","6c4052fdq-1067-4fc4-1407_28","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"kalivoni","fugivoti,kalisumu,fugivoni",1,2,1,2,FALSE
"29","6c4052fdq-1067-4fc4-1407_29","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikavoti","fugisuvo,kalimuti,kalivoti",0,2,2,1,FALSE
"30","6c4052fdq-1067-4fc4-1407_30","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"sobavoti","fugimuti,sobanida,nikasuda",1,0,1,4,FALSE
"31","6c4052fdq-1067-4fc4-1407_31","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"fugivoti","kalivoti,nikanida,fugisuda",1,1,1,2,FALSE
"32","6c4052fdq-1067-4fc4-1407_32","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"kalinida","kalisuda,fugivoti,nikanida",1,2,1,0,TRUE
"33","6c4052fdq-1067-4fc4-1407_33","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobasuvo","kalisuda,nikanida,kalivoti",0,1,1,0,TRUE
"34","6c4052fdq-1067-4fc4-1407_34","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"kalivoti","sobasuvo,kalinida,nikanida",1,1,0,4,FALSE
"35","6c4052fdq-1067-4fc4-1407_35","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobatida","sobasuvo,kalisuvo,nikamuni",1,0,0,0,TRUE
"36","6c4052fdq-1067-4fc4-1407_36","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"fugisuvo","fuginida,kalimuti,sobamuti",1,0,0,0,TRUE
"37","6c4052fdq-1067-4fc4-1407_37","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"kalitida","kalinida,sobavoti,nikasuvo",1,1,1,2,FALSE
"38","6c4052fdq-1067-4fc4-1407_38","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugivoni","fugivoti,kalivoni,fugitida",2,2,1,1,FALSE
"39","6c4052fdq-1067-4fc4-1407_39","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikanida","sobasuvo,sobasuda,kalivoni",0,1,1,4,FALSE
"40","6c4052fdq-1067-4fc4-1407_40","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"kalimuti","fugivoni,kalisumu,fugimuti",1,2,1,2,FALSE
"41","6c4052fdq-1067-4fc4-1407_41","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikavoni","fugisumu,kalimuni,sobavoni",0,1,2,4,FALSE
"42","6c4052fdq-1067-4fc4-1407_42","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"kalisumu","kalisuda,kalimuni,sobavoni",2,1,1,0,TRUE
"43","6c4052fdq-1067-4fc4-1407_43","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugimuni","sobasuda,kalisuda,nikasumu",0,1,0,0,TRUE
"44","6c4052fdq-1067-4fc4-1407_44","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"kalimuni","sobavoti,nikanida,kalitida",1,0,1,0,TRUE
"45","6c4052fdq-1067-4fc4-1407_45","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"fuginida","sobavoti,fugitida,fugisumu",2,1,0,0,TRUE
"46","6c4052fdq-1067-4fc4-1407_46","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugisumu","fugisuda,sobavoti,fugimuti",2,1,1,0,TRUE
"47","6c4052fdq-1067-4fc4-1407_47","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikasuvo","sobavoni,fugisuda,kalimuni",0,1,1,1,FALSE
"48","6c4052fdq-1067-4fc4-1407_48","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"sobasuda","nikasumu,fugimuni,kalisuvo",0,0,2,1,FALSE
"49","6c4052fdq-1067-4fc4-1407_49","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"nikamuni","nikasuvo,kalivoti,kalinida",1,0,1,4,FALSE
"50","6c4052fdq-1067-4fc4-1407_50","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"kalisuda","sobavoti,fugimuti,fugitida",0,1,0,4,FALSE
"51","6c4052fdq-1067-4fc4-1407_51","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobamuni","nikasumu,kalisuda,fugisuvo",0,1,0,1,FALSE
"52","6c4052fdq-1067-4fc4-1407_52","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"nikasuda","nikavoni,nikatida,fugisumu",2,1,1,2,FALSE
"53","6c4052fdq-1067-4fc4-1407_53","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"kalisuvo","kalinida,fugimuti,kalivoni",2,1,0,2,FALSE
"54","6c4052fdq-1067-4fc4-1407_54","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobavoni","kalisuvo,sobavoti,kalinida",1,2,1,1,FALSE
"55","6c4052fdq-1067-4fc4-1407_55","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobamuti","nikasuda,kalisuda,fugitida",0,0,1,2,FALSE
"56","6c4052fdq-1067-4fc4-1407_56","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugisuda","kalimuti,nikasuvo,kalitida",0,1,1,0,TRUE
"57","6c4052fdq-1067-4fc4-1407_57","6c4052fdq-1067-4fc4-1407","1","Complex",FALSE,3,"nikasumu","fugisuvo,sobavoni,kalisumu",0,1,2,0,TRUE
"58","6c4052fdq-1067-4fc4-1407_58","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"fugimuti","fugisumu,kalimuti,fugisuvo",2,2,1,0,TRUE
"59","6c4052fdq-1067-4fc4-1407_59","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobasumu","nikasuvo,nikasumu,nikasuda",0,1,3,4,FALSE
"60","6c4052fdq-1067-4fc4-1407_60","6c4052fdq-1067-4fc4-1407","1","Complex",TRUE,3,"sobanida","kalimuti,nikanida,sobasuda",1,2,1,2,FALSE
"61","ca966c0dq-9101-1a91-3e90_1","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"sobanimu","fugidani,sobadani,nikavoni",1,0,3,2,FALSE
"62","ca966c0dq-9101-1a91-3e90_2","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"fugivoni","sobadani,sobanimu,fugivosu",1,1,2,2,FALSE
"63","ca966c0dq-9101-1a91-3e90_3","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"fugidani","fuginimu,nikavoni,kalisumu",1,0,2,2,FALSE
"64","ca966c0dq-9101-1a91-3e90_4","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"nikavoni","fugivosu,fugidani,fugivoni",0,2,2,2,FALSE
"65","ca966c0dq-9101-1a91-3e90_5","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"sobadani","fuginimu,fugivoni,sobanimu",1,0,3,2,FALSE
"66","ca966c0dq-9101-1a91-3e90_6","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"fugivosu","fugivoni,kalisumu,sobanimu",1,1,1,2,FALSE
"67","ca966c0dq-9101-1a91-3e90_7","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,1,"kalisumu","fugivoni,sobadani,fugidani",0,0,0,2,FALSE
"68","ca966c0dq-9101-1a91-3e90_8","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,1,"fuginimu","fugivoni,fugivosu,nikavoni",2,0,2,2,FALSE
"69","ca966c0dq-9101-1a91-3e90_9","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"fugivosu","fugidasu,sobadani,nikavosu",1,1,2,3,FALSE
"70","ca966c0dq-9101-1a91-3e90_10","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"sobanimu","fugidani,nikavoni,fugitimu",0,1,2,3,FALSE
"71","ca966c0dq-9101-1a91-3e90_11","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"fuginimu","fugidasu,sobadani,nikatimu",1,1,1,3,FALSE
"72","ca966c0dq-9101-1a91-3e90_12","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"fugivoni","fugivosu,nikavoni,fugidani",2,2,2,3,FALSE
"73","ca966c0dq-9101-1a91-3e90_13","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"fugidani","sobadani,sobatida,fugidasu",1,3,1,3,FALSE
"74","ca966c0dq-9101-1a91-3e90_14","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"nikavoni","sobanimu,fugitimu,sobatida",0,0,1,3,FALSE
"75","ca966c0dq-9101-1a91-3e90_15","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"kalisumu","fuginimu,fugivosu,nikavosu",0,1,2,3,FALSE
"76","ca966c0dq-9101-1a91-3e90_16","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"sobadani","nikavoni,sobanimu,nikavosu",1,0,2,3,FALSE
"77","ca966c0dq-9101-1a91-3e90_17","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"nikatida","fugivoni,nikadani,fugivosu",1,1,0,1,FALSE
"78","ca966c0dq-9101-1a91-3e90_18","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"fugitimu","fuginimu,sobadani,nikavoni",1,1,0,1,FALSE
"79","ca966c0dq-9101-1a91-3e90_19","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"nikadani","fugitimu,nikativo,nikatida",2,1,0,1,FALSE
"80","ca966c0dq-9101-1a91-3e90_20","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"nikatimu","fugitimu,nikadani,sobadani",1,1,1,1,FALSE
"81","ca966c0dq-9101-1a91-3e90_21","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"sobatida","kalisumu,fugivosu,nikadani",0,1,0,1,FALSE
"82","ca966c0dq-9101-1a91-3e90_22","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,2,"fugidasu","fugidani,nikadani,kalisumu",1,2,1,1,FALSE
"83","ca966c0dq-9101-1a91-3e90_23","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"nikavosu","fugidani,sobanimu,kalisumu",0,0,1,1,FALSE
"84","ca966c0dq-9101-1a91-3e90_24","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,2,"nikativo","kalisumu,nikadani,fugidasu",1,0,0,1,FALSE
"85","ca966c0dq-9101-1a91-3e90_25","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobatimu","fugivoni,kalitimu,sobadani",1,1,1,0,TRUE
"86","ca966c0dq-9101-1a91-3e90_26","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"fugitivo","sobatida,sobadasu,nikadani",0,0,1,1,FALSE
"87","ca966c0dq-9101-1a91-3e90_27","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"fugidani","nikativo,fugivosu,kalitimu",1,0,0,4,FALSE
"88","ca966c0dq-9101-1a91-3e90_28","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikadasu","fugivoni,kalinimu,nikativo",1,0,0,0,TRUE
"89","ca966c0dq-9101-1a91-3e90_29","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikadani","sobatimu,kalisumu,kalinimu",0,0,1,2,FALSE
"90","ca966c0dq-9101-1a91-3e90_30","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"fugitimu","fugidasu,nikanimu,nikatimu",1,2,1,2,FALSE
"91","ca966c0dq-9101-1a91-3e90_31","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikavosu","kalitida,nikatimu,kalidasu",1,0,1,2,FALSE
"92","ca966c0dq-9101-1a91-3e90_32","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"nikatida","fugitimu,fugitida,kalinimu",0,1,2,2,FALSE
"93","ca966c0dq-9101-1a91-3e90_33","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobasumu","fugivoni,kalidasu,kalivosu",0,0,2,0,TRUE
"94","ca966c0dq-9101-1a91-3e90_34","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobadani","fugisumu,nikadani,kalitivo",0,1,1,4,FALSE
"95","ca966c0dq-9101-1a91-3e90_35","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"kalitida","kalidani,sobavoni,fugisumu",1,1,0,1,FALSE
"96","ca966c0dq-9101-1a91-3e90_36","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobatida","kalidasu,nikadasu,fugitimu",0,2,1,2,FALSE
"97","ca966c0dq-9101-1a91-3e90_37","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikasumu","nikativo,kalinimu,sobativo",1,1,0,0,TRUE
"98","ca966c0dq-9101-1a91-3e90_38","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"kalidani","nikatida,nikadani,sobavoni",0,2,2,0,TRUE
"99","ca966c0dq-9101-1a91-3e90_39","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"kalivoni","fugisumu,kalidasu,kalitivo",2,1,0,1,FALSE
"100","ca966c0dq-9101-1a91-3e90_40","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"fugivoni","nikasumu,fugitimu,kalisumu",1,0,0,4,FALSE
"101","ca966c0dq-9101-1a91-3e90_41","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"fugivosu","kalisumu,fugidasu,sobadasu",1,0,3,4,FALSE
"102","ca966c0dq-9101-1a91-3e90_42","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobativo","fugitida,sobavoni,fugisumu",1,1,1,0,TRUE
"103","ca966c0dq-9101-1a91-3e90_43","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikativo","fugidani,sobanimu,nikavosu",1,1,0,2,FALSE
"104","ca966c0dq-9101-1a91-3e90_44","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobavosu","fugitivo,fugitida,kalitivo",0,2,0,0,TRUE
"105","ca966c0dq-9101-1a91-3e90_45","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"fugitida","nikatida,nikatimu,fugidasu",1,2,2,1,FALSE
"106","ca966c0dq-9101-1a91-3e90_46","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalivosu","fugivosu,kalidasu,sobavosu",1,2,3,0,TRUE
"107","ca966c0dq-9101-1a91-3e90_47","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"nikanimu","nikatimu,kalitivo,kalidasu",1,1,0,0,TRUE
"108","ca966c0dq-9101-1a91-3e90_48","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"fugidasu","fugivosu,kalivosu,nikavoni",1,0,2,2,FALSE
"109","ca966c0dq-9101-1a91-3e90_49","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"fuginimu","kalisumu,fugidani,sobasumu",1,2,1,4,FALSE
"110","ca966c0dq-9101-1a91-3e90_50","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobadasu","kalidani,fugidani,sobatimu",1,2,0,1,FALSE
"111","ca966c0dq-9101-1a91-3e90_51","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikatimu","nikavoni,sobadani,fugidani",1,0,0,2,FALSE
"112","ca966c0dq-9101-1a91-3e90_52","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalidasu","fugitida,nikatimu,nikanimu",0,1,0,1,FALSE
"113","ca966c0dq-9101-1a91-3e90_53","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalisumu","fugivosu,sobativo,kalitimu",1,1,1,4,FALSE
"114","ca966c0dq-9101-1a91-3e90_54","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalitivo","fugivoni,sobativo,sobasumu",0,2,1,1,FALSE
"115","ca966c0dq-9101-1a91-3e90_55","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalitimu","fugidasu,kalitida,fuginimu",1,1,1,1,FALSE
"116","ca966c0dq-9101-1a91-3e90_56","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"fugisumu","fugitida,nikasumu,nikavosu",1,1,2,0,TRUE
"117","ca966c0dq-9101-1a91-3e90_57","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"kalinimu","kalivoni,kalitivo,nikanimu",2,1,2,0,TRUE
"118","ca966c0dq-9101-1a91-3e90_58","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"sobavoni","kalivosu,kalivoni,nikavosu",0,3,1,0,TRUE
"119","ca966c0dq-9101-1a91-3e90_59","ca966c0dq-9101-1a91-3e90","2","Complex",TRUE,3,"nikavoni","fugidani,fugitimu,fugivoni",0,1,2,4,FALSE
"120","ca966c0dq-9101-1a91-3e90_60","ca966c0dq-9101-1a91-3e90","2","Complex",FALSE,3,"sobanimu","fugitivo,kalidasu,fugidasu",0,0,0,4,FALSE
"121","6f88047cq-3c5d-2458-0e81_1","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"nikadani","fugivoni,fugimusu,sobasuvo",0,0,1,2,FALSE
"122","6f88047cq-3c5d-2458-0e81_2","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"sobamuti","fugimusu,kalisuda,sobamuni",1,2,0,2,FALSE
"123","6f88047cq-3c5d-2458-0e81_3","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"sobanimu","kalisuda,sobavosu,fuginivo",1,0,1,2,FALSE
"124","6f88047cq-3c5d-2458-0e81_4","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,1,"fugivoni","sobamuti,sobanimu,nikatimu",0,0,1,2,FALSE
"125","6f88047cq-3c5d-2458-0e81_5","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"kalisuda","sobamuti,nikatimu,sobamuni",0,0,0,2,FALSE
"126","6f88047cq-3c5d-2458-0e81_6","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"sobavosu","fugivoni,sobamuti,nikanida",1,1,0,2,FALSE
"127","6f88047cq-3c5d-2458-0e81_7","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,1,"nikamuti","nikanida,kalidasu,sobasuvo",1,0,0,2,FALSE
"128","6f88047cq-3c5d-2458-0e81_8","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,1,"fugisumu","sobavosu,nikatimu,fuginivo",1,1,1,2,FALSE
"129","6f88047cq-3c5d-2458-0e81_9","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"nikamuti","fugivosu,kalinida,fugisumu",0,1,0,3,FALSE
"130","6f88047cq-3c5d-2458-0e81_10","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"fugivoni","kalidasu,sobamuni,fugivosu",1,1,1,3,FALSE
"131","6f88047cq-3c5d-2458-0e81_11","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"nikanida","nikamuti,kalivosu,sobamuni",1,0,1,3,FALSE
"132","6f88047cq-3c5d-2458-0e81_12","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"kalidasu","nikamuti,fugivoni,kalitimu",1,0,0,3,FALSE
"133","6f88047cq-3c5d-2458-0e81_13","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"fugimusu","kalitimu,sobatimu,kalisuda",0,2,1,3,FALSE
"134","6f88047cq-3c5d-2458-0e81_14","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"sobasuvo","kalidasu,kalivosu,fugisuvo",0,2,3,3,FALSE
"135","6f88047cq-3c5d-2458-0e81_15","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"sobamuni","nikanivo,nikamuti,sobasuvo",1,1,1,3,FALSE
"136","6f88047cq-3c5d-2458-0e81_16","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"sobatimu","kalivoni,sobasuvo,nikadani",1,0,0,3,FALSE
"137","6f88047cq-3c5d-2458-0e81_17","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"kalinida","fugivosu,nikanivo,sobavosu",0,0,1,1,FALSE
"138","6f88047cq-3c5d-2458-0e81_18","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"nikavosu","kalitimu,kalidani,sobadati",0,0,0,1,FALSE
"139","6f88047cq-3c5d-2458-0e81_19","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"kalimuti","kalivosu,kalinida,fugimusu",2,1,0,1,FALSE
"140","6f88047cq-3c5d-2458-0e81_20","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,2,"nikanivo","sobavosu,kalidasu,nikavosu",1,2,0,1,FALSE
"141","6f88047cq-3c5d-2458-0e81_21","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"kalisuvo","sobasuvo,kalinida,sobanimu",1,1,1,1,FALSE
"142","6f88047cq-3c5d-2458-0e81_22","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"fugisuvo","sobanimu,fugivoni,kalisuda",1,1,1,1,FALSE
"143","6f88047cq-3c5d-2458-0e81_23","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"kalivoni","nikavosu,fugivosu,sobamuni",0,2,1,1,FALSE
"144","6f88047cq-3c5d-2458-0e81_24","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,2,"sobadati","sobatimu,kalivoni,fugisumu",1,0,1,1,FALSE
"145","6f88047cq-3c5d-2458-0e81_25","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,3,"nikavoti","fugivosu,nikavosu,kalinida",1,2,0,1,FALSE
"146","6f88047cq-3c5d-2458-0e81_26","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,3,"fugivoni","kalimusu,fugidasu,nikanivo",1,1,1,4,FALSE
"147","6f88047cq-3c5d-2458-0e81_27","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,3,"sobavosu","sobanimu,fugivoni,kalidani",1,1,0,4,FALSE
"148","6f88047cq-3c5d-2458-0e81_28","6f88047cq-3c5d-2458-0e81","3","Random",TRUE,3,"kalivosu","fuginivo,fugimuti,nikasumu",0,1,1,2,FALSE
"149","6f88047cq-3c5d-2458-0e81_29","6f88047cq-3c5d-2458-0e81","3","Random",FALSE,3,"kalisuda","nikavoti,fugitivo,kalimuni",1,0,0,4,FALSE
